conf_name,market,school_city,first_name,last_name,birthplace_city,birthplace_state,birthplace_country,FGM,Steals,Three_PTM,FTM,Blocks,Offensive_Reb,Assists,Defensive_Reb,Fouls,FT_Miss,FG_Miss,Turnovers,Minutes,team_games_played_2017,games_played_on_team,attendance,avg_mins_per_game
Big West,Long Beach State,"Long Beach, CA, USA",GABE,LEVIN,Oak Park,IL, USA,194,32,23,180,22,68,52,164,76,41,232,93,991,33,32,0.97,30.03
Big West,UC Santa Barbara,"Santa Barbara, CA, USA",GABE,VINCENT,Stockton,CA, USA,138,35,55,66,6,3,104,58,85,16,169,38,929,32,32,1,29.03
Mid-American,Northern Illinois,"DeKalb, IL, USA",GAIRGES,DAOW,Melbourne,, AUS,48,21,16,27,5,31,26,88,50,9,73,34,700,32,32,1,21.88
American Athletic,Houston,"Houston, TX, USA",GALEN,ROBINSON,Houston,TX, USA,63,46,4,34,3,11,130,74,67,14,78,58,859,35,35,1,24.54
Horizon,Youngstown State,"Youngstown, OH, USA",GARRETT,COVINGTON,Carmel,IN, USA,95,34,24,53,4,47,26,67,66,23,117,43,788,32,32,1,24.63
Southern,Virginia Military,"Lexington, VA, USA",GARRETT,GILKESON,Parkersburg,WV, USA,60,37,18,33,1,27,39,92,48,9,107,38,686,30,30,1,22.87
Atlantic Sun,North Florida,"Jacksonville, FL, USA",GARRETT,SAMS,Martin,TN, USA,112,19,55,77,6,18,38,101,57,19,158,70,777,33,28,0.85,23.55
Big West,UC Davis,"Davis, CA, USA",GARRISON,GOODE,River Hills,WI, USA,58,23,0,37,14,49,24,71,85,29,63,41,916,33,32,0.97,27.76
Atlantic Sun,Lipscomb,"Nashville, TN, USA",GARRISON,MATHEWS,Franklin,TN, USA,213,32,90,199,9,41,58,139,80,50,245,71,1003,33,33,1,30.39
Southwestern Athletic,Prairie View A&M,"Prairie View, TX, USA",GARY,BLACKSTON,Baltimore,MD, USA,217,51,44,156,3,48,116,128,100,61,277,100,1064,34,33,0.97,31.29
American Athletic,Cincinnati,"Highland Heights, KY, USA",GARY,CLARK,Clayton,NC, USA,160,51,27,117,44,107,76,206,75,41,144,36,1025,36,36,1,28.47
Atlantic Coast,Duke,"Durham, NC, USA",GARY,TRENT,Columbus,OH, USA,177,43,97,85,5,31,52,126,62,12,250,38,1253,37,37,1,33.86
Mid-American,Ohio,"Athens, OH, USA",GAVIN,BLOCK,Lincoln,IL, USA,89,23,49,37,10,17,106,111,66,25,154,50,943,31,31,1,30.42
Big Ten,Northwestern,"Rosemont, IL, USA",GAVIN,SKELLY,Westlake,OH, USA,66,24,24,40,17,35,32,93,87,16,84,45,698,32,32,1,21.81
Big Sky,North Dakota,"Grand Forks, ND, USA",GENO,CRANDALL,Minneapolis,MN, USA,179,67,50,123,3,32,114,108,81,46,177,105,1068,32,32,1,33.38
Big Sky,Idaho State,"Pocatello, ID, USA",GENO,LUZCANDO,Santiago,, CHL,108,59,14,96,8,27,87,115,103,44,111,87,951,30,30,1,31.7
Pacific 12,Colorado,"Boulder, CO, USA",GEORGE,KING,Fayetteville,NC, USA,142,17,62,68,21,56,35,194,78,19,177,64,913,32,32,1,28.53
Big South,Liberty,"Lynchburg, VA, USA",GEORGIE,PACHECO-ORTIZ,Ponce,, PRI,113,34,44,98,5,12,93,78,48,11,154,57,1131,37,37,1,30.57
Conference USA,Florida Atlantic,"Boca Raton, FL, USA",GERDARIUS,TROUTMAN,Butler,GA, USA,122,27,75,63,4,14,35,64,23,9,170,23,841,31,31,1,27.13
Big West,Hawaii,"Honolulu, HI, USA",GIBSON,JOHNSON,Centerville,UT, USA,112,19,8,79,19,48,40,92,50,37,97,44,698,30,30,1,23.27
Conference USA,Middle Tennessee,"Murfreesboro, TN, USA",GIDDY,POTTS,Athens,AL, USA,142,45,85,69,8,15,63,126,75,11,201,54,1051,33,33,1,31.85
Big Sky,Northern Arizona,"Flagstaff, AZ, USA",GINO,LITTLES,Phoenix,AZ, USA,70,26,31,36,1,13,76,75,45,26,138,57,927,32,30,0.94,28.97
Conference USA,UTSA,"San Antonio, TX, USA",GIOVANNI,DE NICOLAO,Padova,, ITA,109,50,36,50,3,14,123,101,85,24,161,70,976,35,35,1,27.89
Western Athletic,Chicago State,"Chicago, IL, USA",GLEN,BURNS,West Memphis,AR, USA,105,41,11,117,3,32,107,102,86,37,118,96,999,32,32,1,31.22
Northeast,St. Francis (BKN),"Brooklyn, NY, USA",GLENN,SANABRIA,Staten Island,NY, USA,123,28,66,39,9,29,88,64,55,25,153,31,869,31,29,0.94,28.03
Big Ten,Nebraska,"Lincoln, NE, USA",GLYNN,WATSON,Bellwood,IL, USA,120,47,34,71,7,24,106,86,78,20,226,48,981,33,33,1,29.73
Atlantic 10,George Mason,"Fairfax, VA, USA",GOANAR,MAR,Mankato,MN, USA,109,22,40,102,4,62,27,82,91,26,144,59,1053,33,33,1,31.91
Horizon,Illinois-Chicago,"Chicago, IL, USA",GODWIN,BOAHEN,Toronto,ON, CAN,101,36,56,44,5,12,72,86,84,12,134,56,790,36,34,0.94,21.94
Missouri Valley,Drake,"Des Moines, IA, USA",GRAHAM,WOODWARD,Edina,MN, USA,99,22,62,47,0,11,53,54,62,15,151,45,797,34,34,1,23.44
Horizon,Wright State,"Fairborn, OH, USA",GRANT,BENZINGER,Cincinnati,OH, USA,157,25,93,95,7,48,41,141,70,12,248,38,1219,35,35,1,34.83
Atlantic 10,Richmond,"Richmond, VA, USA",GRANT,GOLDEN,Winchester,VA, USA,208,19,22,60,39,49,69,166,78,36,210,82,981,32,32,1,30.66
Colonial,Charleston,"Charleston, SC, USA",GRANT,RILLER ,Ocoee,FL, USA,230,42,56,97,14,13,67,78,59,36,192,64,1110,34,33,0.97,32.65
Southeastern,Tennessee,"Knoxville, TN, USA",GRANT,WILLIAMS,Charlotte,NC, USA,183,21,3,162,44,81,66,130,112,50,204,74,1008,35,35,1,28.8
Sun Belt,Arkansas State,"Jonesboro, AR, USA",GRANTHAM,GILLARD,Minneapolis,MN, USA,85,26,48,44,3,27,23,80,53,18,132,25,653,32,30,0.94,20.41
Atlantic Coast,Duke,"Durham, NC, USA",GRAYSON,ALLEN,Jacksonville,FL, USA,181,64,102,108,2,20,172,103,80,19,252,79,1319,37,37,1,35.65
Northeast,Mount St. Mary's,"Emmitsburg, MD, USA",GREG,ALEXANDER,Hampton,VA, USA,115,22,73,31,11,7,26,77,47,9,131,22,889,32,32,1,27.78
America East,Albany,"Guilderland, NY, USA",GREIG,STIRE,Albany,NY, USA,102,15,0,60,6,99,37,167,84,27,86,35,965,32,32,1,30.16
Sun Belt,Appalachian State,"Boone, NC, USA",GRIFFIN,KINNEY,Delaware,OH, USA,130,19,3,85,11,53,43,131,82,31,93,65,779,33,33,1,23.61
Pacific 12,UCLA,"Los Angeles, CA, USA",GYORGY,GOLOMAN,Kormend,, HUN,85,19,18,47,42,53,39,87,114,28,70,34,805,33,33,1,24.39
Mountain West,Nevada,"Reno, NV, USA",HALLICE,COOKE,Union City,NJ, USA,56,21,43,18,4,8,57,68,74,4,73,21,745,37,37,1,20.14
Southeastern,Kentucky,"Lexington, KY, USA",HAMIDOU,DIALLO,Queens,NY, USA,134,28,26,77,13,32,46,102,96,49,179,51,918,37,37,1,24.81
Big Sky,Montana State,"Bozeman, MT, USA",HARALD,FREY,Oslo,, NOR,133,26,64,88,1,11,103,89,39,27,178,55,1033,32,32,1,32.28
Atlantic 10,Saint Louis,"St. Louis, MO, USA",HASAHN,FRENCH,Middletown,NY, USA,129,24,0,40,59,94,48,134,96,70,112,63,965,33,32,0.97,29.24
Patriot League,Navy,"Annapolis, MD, USA",HASAN,ABDULLAH,Birmingham,AL, USA,106,65,49,37,1,8,101,83,54,22,158,88,874,32,30,0.94,27.31
America East,Hartford,"West Hartford, CT, USA",HASSAN,ATTIA,Alexandria,, EGY,102,14,0,42,58,58,20,106,105,47,45,47,691,33,33,1,20.94
Southeastern,South Carolina,"Columbia, SC, USA",HASSANI,GRAVETT,Villa Rica,GA, USA,75,12,28,44,7,17,107,92,58,20,113,68,778,33,30,0.91,23.58
Mountain West,Wyoming,"Laramie, WY, USA",HAYDEN,DALTON,Parker,CO, USA,190,31,85,119,16,46,86,213,82,23,225,82,1098,33,33,1,33.27
Southland,Central Arkansas,"Conway, AR, USA",HAYDEN,KOVAL,Prosper,TX, USA,108,13,34,47,105,47,29,134,93,28,130,53,857,35,34,0.97,24.49
West Coast,Santa Clara,"Santa Clara, CA, USA",HENRY,CARUSO,Burlingame,CA, USA,121,38,30,107,6,75,54,142,52,20,131,44,1116,31,31,1,36
Sun Belt,South Alabama,"Mobile, AL, USA",HERB,MCGEE,Reserve,LA, USA,84,16,48,49,3,11,95,75,80,19,124,80,845,32,32,1,26.41
Big Sky,Portland State,"Portland, OR, USA",HOLLAND,WOODS,Phoenix,AZ, USA,106,50,27,117,4,18,191,75,57,31,161,88,1098,34,34,1,32.29
Mid Eastern Athletic,Bethune-Cookman,"Daytona Beach, FL, USA",HOUSTON,SMITH,Columbus,OH, USA,60,12,11,26,9,47,38,83,71,20,52,36,704,32,31,0.97,22
Northeast,Bryant University,"Smithfield, RI, USA",HUNTER,WARE,Powder Springs,GA, USA,64,30,6,20,6,22,45,81,69,8,79,36,698,31,31,1,22.52
Atlantic 10,George Mason,"Fairfax, VA, USA",IAN,BOYD,Cary,NC, USA,97,20,26,34,2,46,41,97,65,10,148,42,820,33,33,1,24.85
Southland,Houston Baptist,"Houston, TX, USA",IAN,DUBOSE,Durham,NC, USA,129,44,35,93,12,55,61,116,64,57,189,68,891,31,31,1,28.74
America East,New Hampshire,"Durham, NH, USA",IBA,CAMARA,Dakar,, SEN,110,17,0,78,14,78,27,253,67,30,120,58,808,31,31,1,26.06
Atlantic 10,St. Bonaventure,"St. Bonaventure, NY, USA",IDRIS,TAQQEE,Snellville,GA, USA,71,39,6,34,25,63,52,116,86,25,92,23,964,34,34,1,28.35
Sun Belt,Georgia Southern,"Statesboro, GA, USA",IKE,SMITH,Gainesville,FL, USA,125,13,42,42,19,18,25,101,58,33,193,63,708,33,28,0.85,21.45
Northeast,Bryant University,"Smithfield, RI, USA",IKENNA,NDUGBA,Boston,MA, USA,140,61,51,96,1,16,144,113,86,33,226,99,1104,31,31,1,35.61
Sun Belt,Texas State,"San Marcos, TX, USA",IMMANUEL,KING,Rocky Mount,NC, USA,122,14,0,50,26,71,29,122,69,46,89,41,756,33,33,1,22.91
Big Ten,Nebraska,"Lincoln, NE, USA",ISAAC,COPELAND,Raleigh,NC, USA,159,27,41,64,33,55,38,146,56,28,178,33,1012,33,33,1,30.67
American Athletic,East Carolina,"Greenville, NC, USA",ISAAC,FLEMING,Wilmington,DE, USA,144,37,23,64,3,39,144,74,85,33,180,107,962,30,30,1,32.07
Big Ten,Purdue,"West Lafayette, IN, USA",ISAAC,HAAS,Hokes Bluff,AL, USA,185,5,0,144,46,60,26,141,86,46,115,58,812,37,35,0.95,21.95
Summit League,Western Illinois,"Macomb, IL, USA",ISAAC,JOHNSON,Minneapolis,MN, USA,81,15,14,47,3,17,23,108,40,15,106,39,567,28,28,1,20.25
Sun Belt,Appalachian State,"Boone, NC, USA",ISAAC,JOHNSON,Charlotte,NC, USA,77,29,6,81,16,84,49,193,68,48,81,52,908,33,33,1,27.52
Mid Eastern Athletic,Bethune-Cookman,"Daytona Beach, FL, USA",ISAIAH,BAILEY,Compton,CA, USA,150,27,28,172,8,42,149,123,87,47,203,123,999,32,31,0.97,31.22
Horizon,Oakland,"Rochester, MI, USA",ISAIAH,BROCK,Baltimore,MD, USA,71,17,0,20,84,68,18,176,75,11,30,23,847,33,30,0.91,25.67
Missouri Valley,Northern Iowa,"Cedar Falls, IA, USA",ISAIAH,BROWN,Flower Mound,TX, USA,71,26,33,23,12,11,51,86,60,10,126,50,812,32,32,1,25.38
Patriot League,Loyola (MD),"Baltimore, MD, USA",ISAIAH,HART,Morrow,GA, USA,125,32,9,60,5,7,90,53,53,32,132,82,837,31,30,0.97,27
Big East,Providence,"Providence, RI, USA",ISAIAH,JACKSON,Gainesville,FL, USA,76,25,27,79,6,33,38,115,64,22,129,39,709,35,35,1,20.26
Metro Atlantic Athletic,Marist,"Poughkeepsie, NY, USA",ISAIAH,LAMB,Baltimore,MD, USA,74,14,20,56,5,16,17,65,42,17,106,46,638,31,29,0.94,20.58
Big Ten,Iowa,"Iowa City, IA, USA",ISAIAH,MOSS,Chicago,IL, USA,129,22,49,58,7,17,63,57,46,8,178,41,798,33,33,1,24.18
West Coast,San Diego,"San Diego, CA, USA",ISAIAH,PINEIRO,Auburn,CA, USA,188,40,27,130,27,33,71,179,105,36,195,88,957,34,34,1,28.15
Metro Atlantic Athletic,Canisius,"Buffalo, NY, USA",ISAIAH,REESE,Miami,FL, USA,200,73,83,74,5,18,154,172,56,10,232,87,1101,33,33,1,33.36
Big Ten,Nebraska,"Lincoln, NE, USA",ISAIAH,ROBY,Dixon,IL, USA,95,20,17,73,63,53,53,147,102,27,73,48,769,33,32,0.97,23.3
Western Athletic,UMKC,"Kansas City, MO, USA",ISAIAH,ROSS,Davenport,IA, USA,120,17,70,53,0,21,32,77,56,15,180,47,805,32,31,0.97,25.16
Big South,Longwood,"Portsmouth, VA, USA",ISAIAH,WALTON,Oberlin,OH, USA,140,32,56,84,7,7,59,65,58,16,187,84,785,33,27,0.82,23.79
Big Ten,Minnesota,"Minneapolis, MN, USA",ISAIAH,WASHINGTON,Harlem,NY, USA,102,18,21,52,2,19,75,64,38,16,177,48,641,32,32,1,20.03
Metro Atlantic Athletic,Quinnipiac,"Hamden, CT, USA",ISAIAH,WASHINGTON,Williamsport,PA, USA,86,30,48,53,10,27,65,86,70,25,178,61,1094,33,33,1,33.15
America East,Maine,"Bangor, ME, USA",ISAIAH,WHITE,Ellicot City,MD, USA,98,29,35,35,30,28,21,83,48,15,128,36,662,32,24,0.75,20.69
Atlantic Coast,Virginia,"Charlottesville, VA, USA",ISAIAH,WILKINS,Lilburn,GA, USA,83,40,3,34,49,70,53,142,76,11,88,29,936,34,34,1,27.53
West Coast,San Diego,"San Diego, CA, USA",ISAIAH,WRIGHT,Boise,ID, USA,147,44,53,109,4,11,181,157,90,40,179,105,1172,34,34,1,34.47
Southland,Northwestern State,"Natchitoches, LA, USA",ISHMAEL,LANE,Port Allen,LA, USA,149,25,17,82,53,69,24,141,72,46,132,71,749,29,29,1,25.83
Atlantic 10,La Salle,"Philadelphia, PA, USA",ISIAH,DEAS,Brooklyn,NY, USA,90,27,34,51,8,19,38,105,38,22,158,47,684,32,28,0.88,21.38
Conference USA,UTEP,"El Paso, TX, USA",ISIAH,OSBORNE,Windsor,ON, CAN,92,19,41,47,3,15,30,91,32,28,152,25,780,31,29,0.94,25.16
Big East,Seton Hall,"Newark, NJ, USA",ISMAEL,SANOGO,Newark,NJ, USA,67,34,11,30,30,54,30,115,97,23,58,28,739,34,32,0.94,21.74
Big Ten,Rutgers,"Piscataway, NJ, USA",ISSA,THIAM,Dakar,, SEN,88,24,44,17,8,34,21,114,59,7,118,28,986,34,34,1,29
Southland,Stephen F. Austin,"Nacogdoches, TX, USA",IVAN,CANETE,Lake Worth,FL, USA,104,53,49,60,7,23,97,73,103,17,130,64,781,35,33,0.94,22.31
Atlantic Sun,North Florida,"Jacksonville, FL, USA",IVAN,GANDIA-ROSA,Caguas,, PRI,149,18,76,82,0,12,205,77,35,10,208,103,1080,33,33,1,32.73
Atlantic 10,Fordham,"Bronx, NY, USA",IVAN,RAUT,Kotor,, MNE,88,28,55,29,0,11,47,102,48,6,141,47,891,31,31,1,28.74
Southwestern Athletic,Grambling State,"Grambling, LA, USA",IVY,SMITH,Tacoma,WA, USA,149,67,25,194,5,25,154,114,86,47,224,110,1089,31,31,1,35.13
Big Sky,Sacramento State,"Sacramento, CA, USA",IZAYAH,MAURIOHOOHO-LE'AFA,Wellington,, NZL,91,34,48,26,4,16,107,94,37,10,135,54,931,32,30,0.94,29.09
Southland,Northwestern State,"Natchitoches, LA, USA",IZIAHIAH,SWEENEY,Compton,CA, USA,116,26,21,48,9,33,37,64,65,22,173,59,683,29,27,0.93,23.55
America East,Binghamton,"Binghamton, NY, USA",J.C.,SHOW,Clarks Summit,PA, USA,146,39,76,61,2,22,60,93,38,9,244,56,1005,31,31,1,32.42
Big East,Xavier,"Cincinnati, OH, USA",J.P.,MACURA,Lakeville,MN, USA,146,49,49,96,13,45,99,107,79,21,159,68,1010,35,34,0.97,28.86
America East,Hartford,"West Hartford, CT, USA",J.R.,LYNCH,Hoboken,NJ, USA,154,48,51,83,2,11,126,132,71,17,207,80,1190,33,33,1,36.06
Atlantic Sun,North Florida,"Jacksonville, FL, USA",J.T.,ESCOBAR,Tallahassee,FL, USA,130,22,91,29,2,9,36,55,60,4,155,57,889,33,33,1,26.94
Atlantic Coast,Miami (FL),"Coral Gables, FL, USA",JA'QUAN,NEWTON,Philadelphia,PA, USA,109,30,7,57,5,15,84,61,50,35,136,61,849,32,32,1,26.53
Southland,Southeastern Louisiana,"Hammond, LA, USA",JABBAR,SINGLETON,New Orleans,LA, USA,59,26,40,30,0,6,66,38,39,14,86,38,806,34,29,0.85,23.71
Atlantic Sun,Jacksonville,"Jacksonville, FL, USA",JACE,HOGAN,Melbourne,FL, USA,194,22,3,72,14,62,32,117,57,33,182,51,828,33,27,0.82,25.09
Ivy,Cornell,"Ithaca, NY, USA",JACK,GORDON,Dallas,TX, USA,63,14,40,27,1,16,52,49,51,12,69,47,684,28,27,0.96,24.43
Big Sky,Eastern Washington,"Cheney, WA, USA",JACK,PERRY,Melbourne,, AUS,83,13,56,17,0,8,84,61,40,4,101,52,957,35,35,1,27.34
Big West,Hawaii,"Honolulu, HI, USA",JACK,PURCHASE,Melbourne,, AUS,76,16,50,23,16,24,63,128,37,12,131,35,758,30,30,1,25.27
West Coast,Pacific,"Stockton, CA, USA",JACK,WILLIAMS,Porter Ranch,CA, USA,99,10,40,34,9,44,28,146,58,19,156,33,992,32,32,1,31
Big West,Cal State Fullerton,"Fullerton, CA, USA",JACKSON,ROWE,Toronto,ON, CAN,136,29,24,80,31,42,50,166,60,23,98,64,929,32,31,0.97,29.03
American Athletic,Cincinnati,"Highland Heights, KY, USA",JACOB,EVANS,Baton Rouge,LA, USA,161,47,60,86,35,50,113,120,72,28,216,63,1107,36,36,1,30.75
Atlantic 10,Richmond,"Richmond, VA, USA",JACOB,GILYARD,Kansas City,MO, USA,126,89,58,56,1,15,130,54,54,11,154,54,1167,32,32,1,36.47
Patriot League,Holy Cross,"Worcester, MA, USA",JACOB,GRANDISON,Oakland,CA, USA,100,24,38,40,5,24,61,117,57,14,126,55,852,31,31,1,27.48
Patriot League,Army,"West Point, NY, USA",JACOB,KESSLER,Richmond,VA, USA,59,20,9,29,12,47,54,74,52,11,74,30,689,30,30,1,22.97
Metro Atlantic Athletic,Quinnipiac,"Hamden, CT, USA",JACOB,RIGONI,Adelaide,, AUS,107,19,75,33,9,22,35,104,38,9,126,43,857,33,33,1,25.97
Conference USA,Louisiana Tech,"Ruston, LA, USA",JACOBI,BOYKINS,St. Petersburg,FL, USA,145,33,98,97,11,17,50,143,69,9,198,39,1008,33,33,1,30.55
Southwestern Athletic,Alabama State,"Montgomery, AL, USA",JACOBY,ROSS,New Orleans,LA, USA,104,18,47,66,0,11,59,36,34,17,147,48,644,31,26,0.84,20.77
Big Sky,Southern Utah,"Cedar City, UT, USA",JADON,COHEE,Langley,BC, CAN,126,15,46,105,2,3,98,76,61,27,191,61,1076,32,32,1,33.63
Big Ten,Ohio State,"Columbus, OH, USA",JAE'SEAN,TATE,Pickerington,OH, USA,171,36,11,65,19,44,98,168,109,45,136,75,1006,34,34,1,29.59
Mid-American,Toledo,"Toledo, OH, USA",JAELAN,SANFORD,Evansville,IN, USA,186,20,71,110,19,21,101,96,32,20,226,62,1175,34,34,1,34.56
Big East,Georgetown,"Washington, DC, USA",JAGAN,MOSELY,Morganville,NJ, USA,70,25,14,44,6,9,86,74,53,21,74,61,696,30,30,1,23.2
Big South,High Point,"High Point, NC, USA",JAHAAD,PROCTOR,Harrisburg,PA, USA,143,25,55,70,7,17,74,74,29,19,188,60,798,30,25,0.83,26.6
America East,Massachusetts Lowell,"Lowell, MA, USA",JAHAD,THOMAS,Williamsport,PA, USA,211,48,16,132,8,69,107,157,52,57,199,95,979,30,27,0.9,32.63
Northeast,Fairleigh Dickinson,"Teaneck, NJ, USA",JAHLIL,JENKINS,Shenandoah Junction,WV, USA,134,38,34,69,1,10,136,73,35,32,174,72,1048,31,31,1,33.81
West Coast,Pacific,"Stockton, CA, USA",JAHLIL,TRIPP,Brooklyn,NY, USA,125,48,17,83,7,78,145,172,82,43,156,93,1122,32,32,1,35.06
Mountain West,Fresno State,"Fresno, CA, USA",JAHMEL,TAYLOR,Los Angeles,CA, USA,97,26,72,32,4,14,76,98,68,12,135,31,884,32,32,1,27.63
West Coast,BYU,"Provo, UT, USA",JAHSHIRE,HARDNETT,Gulfport,MS, USA,75,25,15,46,3,11,71,85,84,11,89,59,945,35,35,1,27
Southland,Nicholls State,"Thibodaux, LA, USA",JAHVAUGHN,POWELL,Tallahassee,FL, USA,112,74,70,23,0,10,86,80,77,7,159,62,894,32,32,1,27.94
Big East,Georgetown,"Washington, DC, USA",JAHVON,BLAIR,Mono,ON, CAN,81,12,49,60,0,26,52,39,30,10,163,44,645,30,30,1,21.5
Conference USA,Florida Atlantic,"Boca Raton, FL, USA",JAILYN,INGRAM,Madison,GA, USA,105,17,8,49,9,37,46,92,69,22,154,74,787,31,30,0.97,25.39
Atlantic 10,George Washington,"Washington, DC, USA",JAIR,BOLDEN,Brooklyn,NY, USA,131,24,55,42,9,12,98,85,49,20,225,74,1044,33,32,0.97,31.64
Atlantic 10,George Mason,"Fairfax, VA, USA",JAIRE,GRAYER,Flint,MI, USA,143,41,67,40,27,57,41,175,65,15,217,49,983,33,32,0.97,29.79
America East,UMBC,"Catonsville, MD, USA",JAIRUS,LYLES,Silver Spring,MD, USA,225,68,78,137,6,23,117,160,57,36,287,103,1152,36,33,0.92,32
Sun Belt,Arkansas-Little Rock,"Little Rock, AR, USA",JAIZEC,LOTTIE,Aurora,CO, USA,76,33,20,53,1,12,93,74,67,39,132,70,801,32,32,1,25.03
Ohio Valley,Eastern Illinois,"Charleston, IL, USA",JAJUAN,STARKS,Fort Wayne,IN, USA,102,16,14,52,14,53,26,72,45,33,142,52,665,31,31,1,21.45
Sun Belt,Georgia Southern,"Statesboro, GA, USA",JAKE,ALLSMILLER,Nashville,TN, USA,92,9,83,17,6,10,21,42,77,6,159,14,847,33,33,1,25.67
Summit League,Denver,"Denver, CO, USA",JAKE,KRAFKA,Austin,TX, USA,54,6,14,40,9,36,62,130,59,20,81,36,688,30,30,1,22.93
Big 12,Baylor,"Waco, TX, USA",JAKE,LINDSEY,Houston,TX, USA,57,37,15,23,13,13,115,74,89,12,68,41,794,34,34,1,23.35
Summit League,Denver,"Denver, CO, USA",JAKE,PEMBERTON,Highlands Ranch,CO, USA,119,38,56,39,4,7,85,91,45,9,134,55,976,30,30,1,32.53
Western Athletic,Utah Valley,"Orem, UT, USA",JAKE,TOOLSON,Gilbert,AZ, USA,126,25,30,77,8,25,97,129,34,14,127,54,921,34,33,0.97,27.09
Sun Belt,Louisiana-Lafayette,"Lafayette, LA, USA",JAKEENAN,GANT,Springfield,GA, USA,176,18,30,55,74,70,28,114,63,24,142,39,815,34,32,0.94,23.97
Southern,East Tennessee State,"Johnson City, TN, USA",JALAN,MCCLOUD,Fort Worth,TX, USA,144,37,31,71,7,15,114,80,66,25,153,79,869,34,33,0.97,25.56
American Athletic,Connecticut,"Hartford, CT, USA",JALEN,ADAMS,Roxbury,MA, USA,208,46,48,78,10,26,141,101,46,20,276,87,1144,32,30,0.94,35.75
Mid-American,Miami (OH),"Oxford, OH, USA",JALEN,ADAWAY,Logansport,IN, USA,105,19,18,45,5,43,30,116,45,19,110,42,918,34,32,0.94,27
Mid-American,Kent State,"Kent, OH, USA",JALEN,AVERY,Covington,KY, USA,119,21,55,58,1,20,121,73,32,17,156,24,1141,34,34,1,33.56
Big East,Villanova,"Philadelphia, PA, USA",JALEN,BRUNSON,Lincolnshire,IL, USA,270,37,86,130,1,12,184,110,78,32,248,71,1272,40,40,1,31.8
Big West,UC Santa Barbara,"Santa Barbara, CA, USA",JALEN,CANTY,Oakland,CA, USA,129,14,0,72,48,89,25,111,56,37,91,33,712,32,26,0.81,22.25
Atlantic 10,Dayton,"Dayton, OH, USA",JALEN,CRUTCHER,Memphis,TN, USA,100,32,52,32,4,9,135,87,69,15,143,64,967,31,31,1,31.19
Horizon,Oakland,"Rochester, MI, USA",JALEN,HAYES,Lansing,MI, USA,212,29,5,117,25,68,57,167,84,24,192,70,1036,33,29,0.88,31.39
Ohio Valley,SIU-Edwardsville,"Edwardsville, IL, USA",JALEN,HENRY,Springfield,IL, USA,157,23,37,118,24,45,34,166,71,47,217,73,815,30,28,0.93,27.17
Southeastern,Florida,"Gainesville, FL, USA",JALEN,HUDSON,Richmond,VA, USA,179,26,78,92,19,13,36,120,72,47,215,40,904,34,34,1,26.59
Atlantic 10,Saint Louis,"St. Louis, MO, USA",JALEN,JOHNSON,Baton Rouge,LA, USA,91,12,52,67,21,30,22,97,71,19,126,42,896,33,33,1,27.15
Mid Eastern Athletic,Howard,"Washington, DC, USA",JALEN,JONES,Kinston,NC, USA,44,20,1,22,16,58,30,103,73,22,31,40,721,33,33,1,21.85
Northeast,St. Francis (BKN),"Brooklyn, NY, USA",JALEN,JORDAN,Conyers,GA, USA,108,18,64,65,4,16,30,73,47,12,152,35,852,31,31,1,27.48
Big East,Providence,"Providence, RI, USA",JALEN,LINDSEY,Murfreesboro,TN, USA,92,31,73,34,21,37,28,81,66,11,132,22,1082,35,33,0.94,30.91
Mountain West,San Diego State,"San Diego, CA, USA",JALEN,MCDANIELS,Federal Way,WA, USA,126,27,4,89,19,74,29,174,79,24,89,36,815,33,33,1,24.7
Conference USA,UAB,"Birmingham, AL, USA",JALEN,PERRY,Louisville,KY, USA,80,21,31,55,1,26,60,90,47,21,117,45,759,33,33,1,23
Colonial,Hofstra,"Hempstead, NY, USA",JALEN,RAY,Hampton,VA, USA,62,24,48,42,6,7,36,37,53,16,110,22,650,31,31,1,20.97
Big Sky,Northern Colorado,"Greeley, CO, USA",JALEN,SANDERS,Denver,CO, USA,138,30,11,73,52,55,46,166,84,24,99,47,1090,38,38,1,28.68
Horizon,Northern Kentucky,"Highland Heights, KY, USA",JALEN,TATE,Pickerington,OH, USA,71,43,6,35,19,9,65,63,99,20,80,38,731,32,32,1,22.84
Southland,Abilene Christian,"Abilene, TX, USA",JALONE,FRIDAY,Oklahoma City,OK, USA,161,10,46,59,50,38,16,124,94,25,192,53,714,32,32,1,22.31
Atlantic Sun,Jacksonville,"Jacksonville, FL, USA",JALYN,HINTON,Boston,MA, USA,119,22,0,50,35,58,16,112,60,39,61,23,755,33,32,0.97,22.88
Northeast,St. Francis (PA),"Loretto, PA, USA",JAMAAL,KING,Salisbury,MD, USA,195,37,53,120,1,12,108,84,63,27,217,96,959,31,31,1,30.94
Big Sky,Southern Utah,"Cedar City, UT, USA",JAMAL,AYTES,San Diego,CA, USA,164,16,1,76,8,53,21,115,96,27,117,47,681,32,32,1,21.28
American Athletic,Memphis,"Memphis, TN, USA",JAMAL,JOHNSON,Birmingham,AL, USA,70,22,47,46,16,25,35,86,65,20,130,32,901,34,34,1,26.5
Big West,Cal State Fullerton,"Fullerton, CA, USA",JAMAL,SMITH,Moreno Valley,CA, USA,35,18,13,42,6,6,61,75,86,14,49,52,721,32,32,1,22.53
